token,frekuensi,prob,H_kontribusi
gizi,580,0.06854172,0.26504217
makan,550,0.06499645,0.2563132
program,488,0.05766958,0.23737063
gratis,468,0.05530607,0.2309813
mbg,232,0.02741669,0.14225976
anak,81,0.00957221,0.06420014
indonesia,67,0.00791775,0.05527139
prabowo,64,0.00756322,0.0532964
sekolah,60,0.00709052,0.05062557
perintah,56,0.00661782,0.04790924
dukung,55,0.00649965,0.04722268
sehat,49,0.00579059,0.04303611
tingkat,49,0.00579059,0.04303611
siswa,45,0.00531789,0.0401763
presiden,44,0.00519972,0.03945208
jalan,42,0.00496337,0.03799191
penuh,42,0.00496337,0.03799191
anggar,40,0.00472701,0.0365155
laksana,40,0.00472701,0.0365155
nyata,39,0.00460884,0.03577096
siang,37,0.00437249,0.03426864
generasi,36,0.00425431,0.03351062
nasional,36,0.00425431,0.03351062
ajar,34,0.00401796,0.03198025
masyarakat,34,0.00401796,0.03198025
kuat,33,0.00389979,0.03120761
ekonomi,32,0.00378161,0.03042981
subianto,32,0.00378161,0.03042981
bgn,32,0.00378161,0.03042981
dapur,32,0.00378161,0.03042981
manfaat,31,0.00366344,0.02964668
anakanak,30,0.00354526,0.02885804
badan,29,0.00342709,0.02806373
kualitas,28,0.00330891,0.02726353
butuh,27,0.00319074,0.02645724
pangan,27,0.00319074,0.02645724
sppg,26,0.00307256,0.02564464
terima,26,0.00307256,0.02564464
negara,25,0.00295438,0.02482548
bangsa,24,0.00283621,0.02399949
juta,23,0.00271803,0.0231664
rp,23,0.00271803,0.0231664
bantu,23,0.00271803,0.0231664
dampak,22,0.00259986,0.0223259
distribusi,22,0.00259986,0.0223259
kerja,21,0.00248168,0.02147764
daerah,21,0.00248168,0.02147764
didik,21,0.00248168,0.02147764
uang,20,0.00236351,0.02062126
desa,20,0.00236351,0.02062126
hadir,20,0.00236351,0.02062126
kepala,20,0.00236351,0.02062126
ribu,19,0.00224533,0.01975635
hasil,19,0.00224533,0.01975635
langsung,19,0.00224533,0.01975635
rakyat,19,0.00224533,0.01975635
sasar,19,0.00224533,0.01975635
harap,19,0.00224533,0.01975635
mobil,19,0.00224533,0.01975635
orang,18,0.00212716,0.01888247
dorong,18,0.00212716,0.01888247
layan,18,0.00212716,0.01888247
tumbuh,17,0.00200898,0.01799911
warga,17,0.00200898,0.01799911
langkah,17,0.00200898,0.01799911
fokus,17,0.00200898,0.01799911
jakarta,17,0.00200898,0.01799911
jangkau,17,0.00200898,0.01799911
kabupaten,16,0.00189081,0.01710571
capai,16,0.00189081,0.01710571
susu,15,0.00177263,0.01620165
salah,15,0.00177263,0.01620165
satu,15,0.00177263,0.01620165
menu,15,0.00177263,0.01620165
racun,15,0.00177263,0.01620165
luas,14,0.00165446,0.01528622
cerdas,14,0.00165446,0.01528622
aman,14,0.00165446,0.01528622
tinjau,14,0.00165446,0.01528622
prioritas,14,0.00165446,0.01528622
bangun,14,0.00165446,0.01528622
bukti,14,0.00165446,0.01528622
dad,14,0.00165446,0.01528622
jaga,14,0.00165446,0.01528622
mari,13,0.00153628,0.0143586
baik,13,0.00153628,0.0143586
kasih,13,0.00153628,0.0143586
negeri,13,0.00153628,0.0143586
buka,13,0.00153628,0.0143586
sdn,13,0.00153628,0.0143586
lanjut,13,0.00153628,0.0143586
sebut,13,0.00153628,0.0143586
daya,13,0.00153628,0.0143586
guru,13,0.00153628,0.0143586
asupan,12,0.0014181,0.01341785
nutrisi,12,0.0014181,0.01341785
hamil,12,0.0014181,0.01341785
lengkap,12,0.0014181,0.01341785
sosial,12,0.0014181,0.01341785
cipta,12,0.0014181,0.01341785
lapang,12,0.0014181,0.01341785
uji,12,0.0014181,0.01341785
semangat,12,0.0014181,0.01341785
awas,12,0.0014181,0.01341785
korban,12,0.0014181,0.01341785
hindayana,12,0.0014181,0.01341785
evaluasi,12,0.0014181,0.01341785
standar,12,0.0014181,0.01341785
porsi,11,0.00129993,0.01246288
tuju,11,0.00129993,0.01246288
stunting,11,0.00129993,0.01246288
rasa,11,0.00129993,0.01246288
upaya,11,0.00129993,0.01246288
rumah,11,0.00129993,0.01246288
jamin,11,0.00129993,0.01246288
camat,11,0.00129993,0.01246288
menteri,11,0.00129993,0.01246288
ri,11,0.00129993,0.01246288
wakil,11,0.00129993,0.01246288
wujud,11,0.00129993,0.01246288
lokal,11,0.00129993,0.01246288
alokasi,11,0.00129993,0.01246288
bpom,11,0.00129993,0.01246288
triliun,11,0.00129993,0.01246288
babinsa,11,0.00129993,0.01246288
bijak,11,0.00129993,0.01246288
aku,10,0.00118175,0.01149238
komitmen,10,0.00118175,0.01149238
alami,10,0.00118175,0.01149238
turun,10,0.00118175,0.01149238
bahan,10,0.00118175,0.01149238
tidak,10,0.00118175,0.01149238
baca,10,0.00118175,0.01149238
polres,10,0.00118175,0.01149238
damping,10,0.00118175,0.01149238
aceh,10,0.00118175,0.01149238
beban,10,0.00118175,0.01149238
target,10,0.00118175,0.01149238
tabrak,10,0.00118175,0.01149238
seperti,9,0.00106358,0.01050481
biaya,9,0.00106358,0.01050481
keluarga,9,0.00106358,0.01050481
bagi,9,0.00106358,0.01050481
peran,9,0.00106358,0.01050481
kurang,9,0.00106358,0.01050481
hidup,9,0.00106358,0.01050481
hari,9,0.00106358,0.01050481
lapar,9,0.00106358,0.01050481
kali,9,0.00106358,0.01050481
sukses,9,0.00106358,0.01050481
bawa,9,0.00106358,0.01050481
pasok,9,0.00106358,0.01050481
kait,9,0.00106358,0.01050481
buah,9,0.00106358,0.01050481
gibran,9,0.00106358,0.01050481
jawa,9,0.00106358,0.01050481
utara,9,0.00106358,0.01050481
hak,9,0.00106358,0.01050481
sejahtera,9,0.00106358,0.01050481
kampus,9,0.00106358,0.01050481
sapi,9,0.00106358,0.01050481
harga,8,0.0009454,0.00949826
unggul,8,0.0009454,0.00949826
sekali,8,0.0009454,0.00949826
investasi,8,0.0009454,0.00949826
usaha,8,0.0009454,0.00949826
akses,8,0.0009454,0.00949826
gelar,8,0.0009454,0.00949826
disabilitas,8,0.0009454,0.00949826
simulasi,8,0.0009454,0.00949826
salur,8,0.0009454,0.00949826
utama,8,0.0009454,0.00949826
kota,8,0.0009454,0.00949826
bogor,8,0.0009454,0.00949826
ikan,8,0.0009454,0.00949826
temu,8,0.0009454,0.00949826
operasional,8,0.0009454,0.00949826
sentuh,8,0.0009454,0.00949826
terap,8,0.0009454,0.00949826
ubah,8,0.0009454,0.00949826
dagang,8,0.0009454,0.00949826
imbang,8,0.0009454,0.00949826
insiden,8,0.0009454,0.00949826
apbn,8,0.0009454,0.00949826
muda,8,0.0009454,0.00949826
kalibaru,8,0.0009454,0.00949826
sd,7,0.00082723,0.00847034
janji,7,0.00082723,0.00847034
bentuk,7,0.00082723,0.00847034
miskin,7,0.00082723,0.00847034
ahli,7,0.00082723,0.00847034
kenyang,7,0.00082723,0.00847034
layak,7,0.00082723,0.00847034
dapat,7,0.00082723,0.00847034
coba,7,0.00082723,0.00847034
sandang,7,0.00082723,0.00847034
timur,7,0.00082723,0.00847034
sesuai,7,0.00082723,0.00847034
rapat,7,0.00082723,0.00847034
strategis,7,0.00082723,0.00847034
dana,7,0.00082723,0.00847034
sorot,7,0.00082723,0.00847034
emas,7,0.00082723,0.00847034
piring,7,0.00082723,0.00847034
duga,7,0.00082723,0.00847034
senyum,7,0.00082723,0.00847034
wilayah,7,0.00082723,0.00847034
lansia,7,0.00082723,0.00847034
dunia,7,0.00082723,0.00847034
sumber,7,0.00082723,0.00847034
isu,7,0.00082723,0.00847034
kelompok,7,0.00082723,0.00847034
cilincing,7,0.00082723,0.00847034
tani,7,0.00082723,0.00847034
jelas,7,0.00082723,0.00847034
pasar,7,0.00082723,0.00847034
asean,7,0.00082723,0.00847034
bekas,7,0.00082723,0.00847034
balita,6,0.00070905,0.00741798
total,6,0.00070905,0.00741798
terus,6,0.00070905,0.00741798
jadi,6,0.00070905,0.00741798
daging,6,0.00070905,0.00741798
rencana,6,0.00070905,0.00741798
sambut,6,0.00070905,0.00741798
bank,6,0.00070905,0.00741798
ekosistem,6,0.00070905,0.00741798
senin,6,0.00070905,0.00741798
implementasi,6,0.00070905,0.00741798
giat,6,0.00070905,0.00741798
kawal,6,0.00070905,0.00741798
peduli,6,0.00070905,0.00741798
percaya,6,0.00070905,0.00741798
rabu,6,0.00070905,0.00741798
pasti,6,0.00070905,0.00741798
pelosok,6,0.00070905,0.00741798
efektivitas,6,0.00070905,0.00741798
nilai,6,0.00070905,0.00741798
tenaga,6,0.00070905,0.00741798
ringan,6,0.00070905,0.00741798
angkut,6,0.00070905,0.00741798
papua,6,0.00070905,0.00741798
revitalisasi,6,0.00070905,0.00741798
cilacap,6,0.00070905,0.00741798
tua,5,0.00059088,0.00633707
atas,5,0.00059088,0.00633707
kembang,5,0.00059088,0.00633707
iq,5,0.00059088,0.00633707
cegah,5,0.00059088,0.00633707
anggota,5,0.00059088,0.00633707
tinggal,5,0.00059088,0.00633707
dari,5,0.00059088,0.00633707
doang,5,0.00059088,0.00633707
tekan,5,0.00059088,0.00633707
banten,5,0.00059088,0.00633707
pakai,5,0.00059088,0.00633707
potong,5,0.00059088,0.00633707
bodoh,5,0.00059088,0.00633707
basi,5,0.00059088,0.00633707
kunci,5,0.00059088,0.00633707
kupang,5,0.00059088,0.00633707
lindung,5,0.00059088,0.00633707
ambil,5,0.00059088,0.00633707
kepri,5,0.00059088,0.00633707
sinergi,5,0.00059088,0.00633707
koordinasi,5,0.00059088,0.00633707
polisi,5,0.00059088,0.00633707
miliar,5,0.00059088,0.00633707
mandiri,5,0.00059088,0.00633707
siap,5,0.00059088,0.00633707
tk,5,0.00059088,0.00633707
bina,5,0.00059088,0.00633707
sektor,5,0.00059088,0.00633707
simak,5,0.00059088,0.00633707
hilang,5,0.00059088,0.00633707
edar,5,0.00059088,0.00633707
ratus,5,0.00059088,0.00633707
sman,5,0.00059088,0.00633707
konsumsi,5,0.00059088,0.00633707
koramil,5,0.00059088,0.00633707
cerah,5,0.00059088,0.00633707
klungkung,5,0.00059088,0.00633707
laboratorium,5,0.00059088,0.00633707
tara,5,0.00059088,0.00633707
kamis,5,0.00059088,0.00633707
klaim,5,0.00059088,0.00633707
gus,5,0.00059088,0.00633707
ketat,5,0.00059088,0.00633707
kosong,5,0.00059088,0.00633707
mimpi,5,0.00059088,0.00633707
pulung,5,0.00059088,0.00633707
henti,5,0.00059088,0.00633707
milik,5,0.00059088,0.00633707
positif,5,0.00059088,0.00633707
kelola,5,0.00059088,0.00633707
efektif,5,0.00059088,0.00633707
malang,5,0.00059088,0.00633707
efisiensi,5,0.00059088,0.00633707
jule,5,0.00059088,0.00633707
yordania,5,0.00059088,0.00633707
ana,5,0.00059088,0.00633707
pungky,5,0.00059088,0.00633707
ikut,4,0.0004727,0.00522183
jiwa,4,0.0004727,0.00522183
cetak,4,0.0004727,0.00522183
besar,4,0.0004727,0.00522183
prabowogibran,4,0.0004727,0.00522183
angka,4,0.0004727,0.00522183
tetap,4,0.0004727,0.00522183
proyek,4,0.0004727,0.00522183
teman,4,0.0004727,0.00522183
teliti,4,0.0004727,0.00522183
signifikan,4,0.0004727,0.00522183
hasan,4,0.0004727,0.00522183
libat,4,0.0004727,0.00522183
ayo,4,0.0004727,0.00522183
koperasi,4,0.0004727,0.00522183
produksi,4,0.0004727,0.00522183
daftar,4,0.0004727,0.00522183
rupiah,4,0.0004727,0.00522183
mitra,4,0.0004727,0.00522183
dasar,4,0.0004727,0.00522183
sayur,4,0.0004727,0.00522183
perhati,4,0.0004727,0.00522183
kesiap,4,0.0004727,0.00522183
swasembada,4,0.0004727,0.00522183
serah,4,0.0004727,0.00522183
unit,4,0.0004727,0.00522183
desadesa,4,0.0004727,0.00522183
belanja,4,0.0004727,0.00522183
pusat,4,0.0004727,0.00522183
rakabuming,4,0.0004727,0.00522183
pesantren,4,0.0004727,0.00522183
maju,4,0.0004727,0.00522183
kabar,4,0.0004727,0.00522183
bencana,4,0.0004727,0.00522183
data,4,0.0004727,0.00522183
kodim,4,0.0004727,0.00522183
polsek,4,0.0004727,0.00522183
pantau,4,0.0004727,0.00522183
risiko,4,0.0004727,0.00522183
keliling,4,0.0004727,0.00522183
benarbenar,4,0.0004727,0.00522183
sistem,4,0.0004727,0.00522183
saji,4,0.0004727,0.00522183
raya,4,0.0004727,0.00522183
rata,4,0.0004727,0.00522183
polri,4,0.0004727,0.00522183
depok,4,0.0004727,0.00522183
fondasi,4,0.0004727,0.00522183
produktif,4,0.0004727,0.00522183
batas,4,0.0004727,0.00522183
masuk,4,0.0004727,0.00522183
minta,4,0.0004727,0.00522183
lingkung,4,0.0004727,0.00522183
gulir,4,0.0004727,0.00522183
manusia,4,0.0004727,0.00522183
pagi,4,0.0004727,0.00522183
wajib,4,0.0004727,0.00522183
rantai,4,0.0004727,0.00522183
perut,4,0.0004727,0.00522183
sidrap,4,0.0004727,0.00522183
publik,4,0.0004727,0.00522183
kramat,4,0.0004727,0.00522183
jati,4,0.0004727,0.00522183
pajak,4,0.0004727,0.00522183
lu,4,0.0004727,0.00522183
regional,4,0.0004727,0.00522183
pangkas,4,0.0004727,0.00522183
mamak,4,0.0004727,0.00522183
kunjung,4,0.0004727,0.00522183
mati,4,0.0004727,0.00522183
tambah,3,0.00035453,0.00406351
keren,3,0.00035453,0.00406351
dalam,3,0.00035453,0.00406351
bayi,3,0.00035453,0.00406351
cerita,3,0.00035453,0.00406351
tugas,3,0.00035453,0.00406351
sarana,3,0.00035453,0.00406351
stabil,3,0.00035453,0.00406351
bersih,3,0.00035453,0.00406351
korupsi,3,0.00035453,0.00406351
kondisi,3,0.00035453,0.00406351
karena,3,0.00035453,0.00406351
adalah,3,0.00035453,0.00406351
ada,3,0.00035453,0.00406351
sudah,3,0.00035453,0.00406351
habis,3,0.00035453,0.00406351
prinsip,3,0.00035453,0.00406351
kakak,3,0.00035453,0.00406351
alih,3,0.00035453,0.00406351
pas,3,0.00035453,0.00406351
beli,3,0.00035453,0.00406351
konyol,3,0.00035453,0.00406351
gede,3,0.00035453,0.00406351
sulit,3,0.00035453,0.00406351
minimal,3,0.00035453,0.00406351
buruk,3,0.00035453,0.00406351
bagus,3,0.00035453,0.00406351
putus,3,0.00035453,0.00406351
mangkas,3,0.00035453,0.00406351
ekonom,3,0.00035453,0.00406351
paket,3,0.00035453,0.00406351
ntt,3,0.00035453,0.00406351
optimistis,3,0.00035453,0.00406351
datang,3,0.00035453,0.00406351
pulang,3,0.00035453,0.00406351
dpr,3,0.00035453,0.00406351
peknas,3,0.00035453,0.00406351
abdul,3,0.00035453,0.00406351
tanah,3,0.00035453,0.00406351
sareal,3,0.00035453,0.00406351
jajar,3,0.00035453,0.00406351
laut,3,0.00035453,0.00406351
ketua,3,0.00035453,0.00406351
rakor,3,0.00035453,0.00406351
acara,3,0.00035453,0.00406351
putar,3,0.00035453,0.00406351
muhammadiyah,3,0.00035453,0.00406351
januari,3,0.00035453,0.00406351
proses,3,0.00035453,0.00406351
isi,3,0.00035453,0.00406351
raka,3,0.00035453,0.00406351
pondok,3,0.00035453,0.00406351
umum,3,0.00035453,0.00406351
buku,3,0.00035453,0.00406351
kantor,3,0.00035453,0.00406351
barat,3,0.00035453,0.00406351
smp,3,0.00035453,0.00406351
telur,3,0.00035453,0.00406351
nama,3,0.00035453,0.00406351
puluh,3,0.00035453,0.00406351
rujuk,3,0.00035453,0.00406351
tahap,3,0.00035453,0.00406351
energi,3,0.00035453,0.00406351
contoh,3,0.00035453,0.00406351
ukur,3,0.00035453,0.00406351
inovasi,3,0.00035453,0.00406351
palangka,3,0.00035453,0.00406351
masif,3,0.00035453,0.00406351
beliau,3,0.00035453,0.00406351
duduk,3,0.00035453,0.00406351
prestasi,3,0.00035453,0.00406351
logistik,3,0.00035453,0.00406351
lebih,3,0.00035453,0.00406351
fasilitas,3,0.00035453,0.00406351
karyawan,3,0.00035453,0.00406351
pm,3,0.00035453,0.00406351
hukum,3,0.00035453,0.00406351
umkm,3,0.00035453,0.00406351
nagreg,3,0.00035453,0.00406351
sdm,3,0.00035453,0.00406351
hadap,3,0.00035453,0.00406351
inisial,3,0.00035453,0.00406351
mk,3,0.00035453,0.00406351
seragam,3,0.00035453,0.00406351
jaya,3,0.00035453,0.00406351
zulkifli,3,0.00035453,0.00406351
pimpin,3,0.00035453,0.00406351
programprogram,3,0.00035453,0.00406351
koordinator,3,0.00035453,0.00406351
bidang,3,0.00035453,0.00406351
nikmat,3,0.00035453,0.00406351
rentan,3,0.00035453,0.00406351
gerak,3,0.00035453,0.00406351
pilar,3,0.00035453,0.00406351
lapor,3,0.00035453,0.00406351
halaman,3,0.00035453,0.00406351
akibat,3,0.00035453,0.00406351
lintas,3,0.00035453,0.00406351
studi,3,0.00035453,0.00406351
menko,3,0.00035453,0.00406351
subsidi,3,0.00035453,0.00406351
omzet,3,0.00035453,0.00406351
rk,3,0.00035453,0.00406351
ac,3,0.00035453,0.00406351
haru,3,0.00035453,0.00406351
yatim,3,0.00035453,0.00406351
boyolali,3,0.00035453,0.00406351
merah,3,0.00035453,0.00406351
rajin,3,0.00035453,0.00406351
berkat,3,0.00035453,0.00406351
ekor,3,0.00035453,0.00406351
andai,3,0.00035453,0.00406351
bas,3,0.00035453,0.00406351
solusi,3,0.00035453,0.00406351
appmbgi,3,0.00035453,0.00406351
asosiasi,3,0.00035453,0.00406351
reaksi,3,0.00035453,0.00406351
cianjur,3,0.00035453,0.00406351
muhaimin,3,0.00035453,0.00406351
transparan,3,0.00035453,0.00406351
massal,3,0.00035453,0.00406351
cukup,3,0.00035453,0.00406351
itu,3,0.00035453,0.00406351
lihat,3,0.00035453,0.00406351
bilang,3,0.00035453,0.00406351
gaji,3,0.00035453,0.00406351
paksa,3,0.00035453,0.00406351
minggu,3,0.00035453,0.00406351
riset,3,0.00035453,0.00406351
ragu,3,0.00035453,0.00406351
lirik,3,0.00035453,0.00406351
puas,3,0.00035453,0.00406351
prodi,3,0.00035453,0.00406351
yaman,3,0.00035453,0.00406351
klaten,3,0.00035453,0.00406351
segitu,2,0.00023635,0.00284727
gabung,2,0.00023635,0.00284727
fisik,2,0.00023635,0.00284727
hitung,2,0.00023635,0.00284727
anggap,2,0.00023635,0.00284727
bayar,2,0.00023635,0.00284727
gimana,2,0.00023635,0.00284727
bekal,2,0.00023635,0.00284727
deh,2,0.00023635,0.00284727
bisa,2,0.00023635,0.00284727
ide,2,0.00023635,0.00284727
buzzer,2,0.00023635,0.00284727
belah,2,0.00023635,0.00284727
betul,2,0.00023635,0.00284727
stabilitas,2,0.00023635,0.00284727
gdp,2,0.00023635,0.00284727
rutin,2,0.00023635,0.00284727
bebas,2,0.00023635,0.00284727
pikir,2,0.00023635,0.00284727
tuk,2,0.00023635,0.00284727
kampanye,2,0.00023635,0.00284727
tangerang,2,0.00023635,0.00284727
inspirasi,2,0.00023635,0.00284727
untung,2,0.00023635,0.00284727
syukur,2,0.00023635,0.00284727
kuah,2,0.00023635,0.00284727
parah,2,0.00023635,0.00284727
sedia,2,0.00023635,0.00284727
moga,2,0.00023635,0.00284727
beri,2,0.00023635,0.00284727
akar,2,0.00023635,0.00284727
lho,2,0.00023635,0.00284727
rendah,2,0.00023635,0.00284727
orang tua,2,0.00023635,0.00284727
nasi,2,0.00023635,0.00284727
putih,2,0.00023635,0.00284727
banyak,2,0.00023635,0.00284727
gitu,2,0.00023635,0.00284727
gagas,2,0.00023635,0.00284727
pokok,2,0.00023635,0.00284727
pilih,2,0.00023635,0.00284727
otak,2,0.00023635,0.00284727
brasil,2,0.00023635,0.00284727
rangka,2,0.00023635,0.00284727
lawan,2,0.00023635,0.00284727
tenggara,2,0.00023635,0.00284727
antusias,2,0.00023635,0.00284727
selasa,2,0.00023635,0.00284727
liput,2,0.00023635,0.00284727
tahu,2,0.00023635,0.00284727
potensi,2,0.00023635,0.00284727
november,2,0.00023635,0.00284727
fpks,2,0.00023635,0.00284727
asli,2,0.00023635,0.00284727
konsisten,2,0.00023635,0.00284727
kredit,2,0.00023635,0.00284727
sektorsektor,2,0.00023635,0.00284727
lancar,2,0.00023635,0.00284727
via,2,0.00023635,0.00284727
apresiasi,2,0.00023635,0.00284727
muti,2,0.00023635,0.00284727
karakter,2,0.00023635,0.00284727
pemkot,2,0.00023635,0.00284727
selatan,2,0.00023635,0.00284727
instruksi,2,0.00023635,0.00284727
baku,2,0.00023635,0.00284727
mulus,2,0.00023635,0.00284727
realtime,2,0.00023635,0.00284727
ai,2,0.00023635,0.00284727
sakti,2,0.00023635,0.00284727
wahyu,2,0.00023635,0.00284727
trenggono,2,0.00023635,0.00284727
link,2,0.00023635,0.00284727
tanggal,2,0.00023635,0.00284727
roda,2,0.00023635,0.00284727
hati,2,0.00023635,0.00284727
boarding,2,0.00023635,0.00284727
dipa,2,0.00023635,0.00284727
transfer,2,0.00023635,0.00284727
santri,2,0.00023635,0.00284727
lembaga,2,0.00023635,0.00284727
undang,2,0.00023635,0.00284727
banding,2,0.00023635,0.00284727
wapres,2,0.00023635,0.00284727
provinsi,2,0.00023635,0.00284727
hemat,2,0.00023635,0.00284727
berita,2,0.00023635,0.00284727
lumajang,2,0.00023635,0.00284727
komunikasi,2,0.00023635,0.00284727
agung,2,0.00023635,0.00284727
tolong,2,0.00023635,0.00284727
sender,2,0.00023635,0.00284727
fungsi,2,0.00023635,0.00284727
darurat,2,0.00023635,0.00284727
alam,2,0.00023635,0.00284727
situasi,2,0.00023635,0.00284727
yayasan,2,0.00023635,0.00284727
lowong,2,0.00023635,0.00284727
posisi,2,0.00023635,0.00284727
bangga,2,0.00023635,0.00284727
pasca,2,0.00023635,0.00284727
mojokerto,2,0.00023635,0.00284727
bhabinkamtibmas,2,0.00023635,0.00284727
